X,Y,Z,Place,Angle
-0.096,-0.0446716791742279,0.061485291572496,False,0.0
-0.096,-0.0333162071559698,0.0683083475187367,False,0.0
-0.096,-0.0209484390420919,0.0730558888913122,False,0.0
-0.096,-0.0079441632083416,0.0755836640479887,False,0.0
-0.096,0.0053014920045535,0.0758148678197466,False,0.0
-0.096,0.0183860640655747,0.0737424751969757,False,0.0
-0.096,0.0309119848737608,0.0694294547808376,False,0.0
-0.096,0.0424986606637767,0.0630068555141831,False,0.0
-0.096,0.0527940361548837,0.0546698248257374,False,0.0
-0.096,0.061485291572496,0.0446716791742279,False,0.0
-0.096,0.0683083475187367,0.0333162071559698,False,0.0
-0.096,0.0730558888913122,0.0209484390420919,False,0.0
-0.096,0.0755836640479887,0.0079441632083416,False,0.0
-0.096,0.0758148678197466,-0.0053014920045535,False,0.0
-0.096,0.0737424751969757,-0.0183860640655747,False,0.0
-0.096,0.0694294547808376,-0.0309119848737608,False,0.0
-0.096,0.0630068555141831,-0.0424986606637767,False,0.0
-0.096,0.0546698248257374,-0.0527940361548837,False,0.0
-0.096,0.0446716791742279,-0.061485291572496,False,0.0
-0.096,0.0333162071559699,-0.0683083475187366,False,0.0
-0.096,0.0209484390420919,-0.0730558888913122,False,0.0
-0.096,0.0079441632083416,-0.0755836640479887,False,0.0
-0.096,0.0446716791742279,-0.061485291572496,False,0.0
-0.096,0.0333162071559699,-0.0683083475187366,False,0.0
-0.096,0.0209484390420919,-0.0730558888913122,False,0.0
-0.096,0.0079441632083416,-0.0755836640479887,False,0.0
-0.096,-0.0053014920045534,-0.0758148678197466,False,0.0
-0.096,-0.0183860640655747,-0.0737424751969757,False,0.0
-0.096,-0.0309119848737607,-0.0694294547808376,False,0.0
-0.096,-0.0424986606637767,-0.0630068555141831,False,0.0
-0.096,-0.0527940361548837,-0.0546698248257374,False,0.0
-0.096,-0.061485291572496,-0.0446716791742279,False,0.0
-0.096,-0.0683083475187366,-0.0333162071559699,False,0.0
-0.096,-0.0730558888913122,-0.0209484390420919,False,0.0
-0.096,-0.0755836640479887,-0.0079441632083417,False,0.0
-0.096,-0.0758148678197466,0.0053014920045535,False,0.0
-0.096,-0.0737424751969757,0.0183860640655747,False,0.0
-0.096,-0.0694294547808376,0.0309119848737607,False,0.0
-0.096,-0.0630068555141831,0.0424986606637767,False,0.0
-0.096,-0.0546698248257374,0.0527940361548837,True,4.71238898038469
-0.084,-0.0446716791742279,0.061485291572496,False,0.0
-0.084,-0.0333162071559698,0.0683083475187367,False,0.0
-0.084,-0.0209484390420919,0.0730558888913122,False,0.0
-0.084,-0.0079441632083416,0.0755836640479887,False,0.0
-0.084,0.0053014920045535,0.0758148678197466,False,0.0
-0.084,0.0183860640655747,0.0737424751969757,False,0.0
-0.084,0.0309119848737608,0.0694294547808376,False,0.0
-0.084,0.0424986606637767,0.0630068555141831,False,0.0
-0.084,0.0527940361548837,0.0546698248257374,True,1.5707963267948966
-0.084,0.061485291572496,0.0446716791742279,False,0.0
-0.084,0.0683083475187367,0.0333162071559698,False,0.0
-0.084,0.0730558888913122,0.0209484390420919,False,0.0
-0.084,0.0755836640479887,0.0079441632083416,False,0.0
-0.084,0.0758148678197466,-0.0053014920045535,False,0.0
-0.084,0.0737424751969757,-0.0183860640655747,True,0.0
-0.084,0.0694294547808376,-0.0309119848737608,False,0.0
-0.084,0.0630068555141831,-0.0424986606637767,False,0.0
-0.084,0.0546698248257374,-0.0527940361548837,True,4.71238898038469
-0.084,0.0446716791742279,-0.061485291572496,False,0.0
-0.084,0.0333162071559699,-0.0683083475187366,False,0.0
-0.084,0.0209484390420919,-0.0730558888913122,False,0.0
-0.084,0.0079441632083416,-0.0755836640479887,True,0.0
-0.084,0.0446716791742279,-0.061485291572496,False,0.0
-0.084,0.0333162071559699,-0.0683083475187366,False,0.0
-0.084,0.0209484390420919,-0.0730558888913122,False,0.0
-0.084,0.0079441632083416,-0.0755836640479887,False,0.0
-0.084,-0.0053014920045534,-0.0758148678197466,False,0.0
-0.084,-0.0183860640655747,-0.0737424751969757,False,0.0
-0.084,-0.0309119848737607,-0.0694294547808376,False,0.0
-0.084,-0.0424986606637767,-0.0630068555141831,False,0.0
-0.084,-0.0527940361548837,-0.0546698248257374,False,0.0
-0.084,-0.061485291572496,-0.0446716791742279,False,0.0
-0.084,-0.0683083475187366,-0.0333162071559699,False,0.0
-0.084,-0.0730558888913122,-0.0209484390420919,False,0.0
-0.084,-0.0755836640479887,-0.0079441632083417,False,0.0
-0.084,-0.0758148678197466,0.0053014920045535,False,0.0
-0.084,-0.0737424751969757,0.0183860640655747,False,0.0
-0.084,-0.0694294547808376,0.0309119848737607,False,0.0
-0.084,-0.0630068555141831,0.0424986606637767,False,0.0
-0.084,-0.0546698248257374,0.0527940361548837,True,1.5707963267948966
-0.072,-0.0446716791742279,0.061485291572496,False,0.0
-0.072,-0.0333162071559698,0.0683083475187367,False,0.0
-0.072,-0.0209484390420919,0.0730558888913122,False,0.0
-0.072,-0.0079441632083416,0.0755836640479887,False,0.0
-0.072,0.0053014920045535,0.0758148678197466,False,0.0
-0.072,0.0183860640655747,0.0737424751969757,False,0.0
-0.072,0.0309119848737608,0.0694294547808376,False,0.0
-0.072,0.0424986606637767,0.0630068555141831,False,0.0
-0.072,0.0527940361548837,0.0546698248257374,True,1.5707963267948966
-0.072,0.061485291572496,0.0446716791742279,True,1.5707963267948966
-0.072,0.0683083475187367,0.0333162071559698,False,0.0
-0.072,0.0730558888913122,0.0209484390420919,False,0.0
-0.072,0.0755836640479887,0.0079441632083416,True,3.141592653589793
-0.072,0.0758148678197466,-0.0053014920045535,True,0.0
-0.072,0.0737424751969757,-0.0183860640655747,False,0.0
-0.072,0.0694294547808376,-0.0309119848737608,True,0.0
-0.072,0.0630068555141831,-0.0424986606637767,True,4.71238898038469
-0.072,0.0546698248257374,-0.0527940361548837,False,0.0
-0.072,0.0446716791742279,-0.061485291572496,False,0.0
-0.072,0.0333162071559699,-0.0683083475187366,False,0.0
-0.072,0.0209484390420919,-0.0730558888913122,False,0.0
-0.072,0.0079441632083416,-0.0755836640479887,False,0.0
-0.072,0.0446716791742279,-0.061485291572496,True,1.5707963267948966
-0.072,0.0333162071559699,-0.0683083475187366,False,0.0
-0.072,0.0209484390420919,-0.0730558888913122,False,0.0
-0.072,0.0079441632083416,-0.0755836640479887,True,0.0
-0.072,-0.0053014920045534,-0.0758148678197466,False,0.0
-0.072,-0.0183860640655747,-0.0737424751969757,True,3.141592653589793
-0.072,-0.0309119848737607,-0.0694294547808376,False,0.0
-0.072,-0.0424986606637767,-0.0630068555141831,False,0.0
-0.072,-0.0527940361548837,-0.0546698248257374,True,3.141592653589793
-0.072,-0.061485291572496,-0.0446716791742279,True,4.71238898038469
-0.072,-0.0683083475187366,-0.0333162071559699,True,3.141592653589793
-0.072,-0.0730558888913122,-0.0209484390420919,False,0.0
-0.072,-0.0755836640479887,-0.0079441632083417,False,0.0
-0.072,-0.0758148678197466,0.0053014920045535,False,0.0
-0.072,-0.0737424751969757,0.0183860640655747,False,0.0
-0.072,-0.0694294547808376,0.0309119848737607,True,4.71238898038469
-0.072,-0.0630068555141831,0.0424986606637767,True,4.71238898038469
-0.072,-0.0546698248257374,0.0527940361548837,False,0.0
-0.06,-0.0446716791742279,0.061485291572496,False,0.0
-0.06,-0.0333162071559698,0.0683083475187367,False,0.0
-0.06,-0.0209484390420919,0.0730558888913122,False,0.0
-0.06,-0.0079441632083416,0.0755836640479887,False,0.0
-0.06,0.0053014920045535,0.0758148678197466,False,0.0
-0.06,0.0183860640655747,0.0737424751969757,False,0.0
-0.06,0.0309119848737608,0.0694294547808376,False,0.0
-0.06,0.0424986606637767,0.0630068555141831,False,0.0
-0.06,0.0527940361548837,0.0546698248257374,True,1.5707963267948966
-0.06,0.061485291572496,0.0446716791742279,False,0.0
-0.06,0.0683083475187367,0.0333162071559698,False,0.0
-0.06,0.0730558888913122,0.0209484390420919,False,0.0
-0.06,0.0755836640479887,0.0079441632083416,True,0.0
-0.06,0.0758148678197466,-0.0053014920045535,True,0.0
-0.06,0.0737424751969757,-0.0183860640655747,False,0.0
-0.06,0.0694294547808376,-0.0309119848737608,False,0.0
-0.06,0.0630068555141831,-0.0424986606637767,False,0.0
-0.06,0.0546698248257374,-0.0527940361548837,False,0.0
-0.06,0.0446716791742279,-0.061485291572496,False,0.0
-0.06,0.0333162071559699,-0.0683083475187366,False,0.0
-0.06,0.0209484390420919,-0.0730558888913122,False,0.0
-0.06,0.0079441632083416,-0.0755836640479887,False,0.0
-0.06,0.0446716791742279,-0.061485291572496,False,0.0
-0.06,0.0333162071559699,-0.0683083475187366,False,0.0
-0.06,0.0209484390420919,-0.0730558888913122,False,0.0
-0.06,0.0079441632083416,-0.0755836640479887,False,0.0
-0.06,-0.0053014920045534,-0.0758148678197466,False,0.0
-0.06,-0.0183860640655747,-0.0737424751969757,False,0.0
-0.06,-0.0309119848737607,-0.0694294547808376,False,0.0
-0.06,-0.0424986606637767,-0.0630068555141831,False,0.0
-0.06,-0.0527940361548837,-0.0546698248257374,False,0.0
-0.06,-0.061485291572496,-0.0446716791742279,False,0.0
-0.06,-0.0683083475187366,-0.0333162071559699,False,0.0
-0.06,-0.0730558888913122,-0.0209484390420919,False,0.0
-0.06,-0.0755836640479887,-0.0079441632083417,False,0.0
-0.06,-0.0758148678197466,0.0053014920045535,False,0.0
-0.06,-0.0737424751969757,0.0183860640655747,False,0.0
-0.06,-0.0694294547808376,0.0309119848737607,False,0.0
-0.06,-0.0630068555141831,0.0424986606637767,False,0.0
-0.06,-0.0546698248257374,0.0527940361548837,False,0.0
-0.048,-0.0446716791742279,0.061485291572496,False,0.0
-0.048,-0.0333162071559698,0.0683083475187367,False,0.0
-0.048,-0.0209484390420919,0.0730558888913122,False,0.0
-0.048,-0.0079441632083416,0.0755836640479887,False,0.0
-0.048,0.0053014920045535,0.0758148678197466,False,0.0
-0.048,0.0183860640655747,0.0737424751969757,False,0.0
-0.048,0.0309119848737608,0.0694294547808376,False,0.0
-0.048,0.0424986606637767,0.0630068555141831,False,0.0
-0.048,0.0527940361548837,0.0546698248257374,False,0.0
-0.048,0.061485291572496,0.0446716791742279,False,0.0
-0.048,0.0683083475187367,0.0333162071559698,False,0.0
-0.048,0.0730558888913122,0.0209484390420919,False,0.0
-0.048,0.0755836640479887,0.0079441632083416,False,0.0
-0.048,0.0758148678197466,-0.0053014920045535,False,0.0
-0.048,0.0737424751969757,-0.0183860640655747,False,0.0
-0.048,0.0694294547808376,-0.0309119848737608,False,0.0
-0.048,0.0630068555141831,-0.0424986606637767,False,0.0
-0.048,0.0546698248257374,-0.0527940361548837,False,0.0
-0.048,0.0446716791742279,-0.061485291572496,False,0.0
-0.048,0.0333162071559699,-0.0683083475187366,False,0.0
-0.048,0.0209484390420919,-0.0730558888913122,False,0.0
-0.048,0.0079441632083416,-0.0755836640479887,False,0.0
-0.048,0.0446716791742279,-0.061485291572496,False,0.0
-0.048,0.0333162071559699,-0.0683083475187366,False,0.0
-0.048,0.0209484390420919,-0.0730558888913122,False,0.0
-0.048,0.0079441632083416,-0.0755836640479887,False,0.0
-0.048,-0.0053014920045534,-0.0758148678197466,False,0.0
-0.048,-0.0183860640655747,-0.0737424751969757,False,0.0
-0.048,-0.0309119848737607,-0.0694294547808376,False,0.0
-0.048,-0.0424986606637767,-0.0630068555141831,False,0.0
-0.048,-0.0527940361548837,-0.0546698248257374,False,0.0
-0.048,-0.061485291572496,-0.0446716791742279,False,0.0
-0.048,-0.0683083475187366,-0.0333162071559699,False,0.0
-0.048,-0.0730558888913122,-0.0209484390420919,False,0.0
-0.048,-0.0755836640479887,-0.0079441632083417,False,0.0
-0.048,-0.0758148678197466,0.0053014920045535,False,0.0
-0.048,-0.0737424751969757,0.0183860640655747,False,0.0
-0.048,-0.0694294547808376,0.0309119848737607,False,0.0
-0.048,-0.0630068555141831,0.0424986606637767,False,0.0
-0.048,-0.0546698248257374,0.0527940361548837,False,0.0
-0.036,-0.0446716791742279,0.061485291572496,False,0.0
-0.036,-0.0333162071559698,0.0683083475187367,False,0.0
-0.036,-0.0209484390420919,0.0730558888913122,False,0.0
-0.036,-0.0079441632083416,0.0755836640479887,False,0.0
-0.036,0.0053014920045535,0.0758148678197466,False,0.0
-0.036,0.0183860640655747,0.0737424751969757,False,0.0
-0.036,0.0309119848737608,0.0694294547808376,False,0.0
-0.036,0.0424986606637767,0.0630068555141831,False,0.0
-0.036,0.0527940361548837,0.0546698248257374,False,0.0
-0.036,0.061485291572496,0.0446716791742279,False,0.0
-0.036,0.0683083475187367,0.0333162071559698,False,0.0
-0.036,0.0730558888913122,0.0209484390420919,False,0.0
-0.036,0.0755836640479887,0.0079441632083416,True,3.141592653589793
-0.036,0.0758148678197466,-0.0053014920045535,False,0.0
-0.036,0.0737424751969757,-0.0183860640655747,False,0.0
-0.036,0.0694294547808376,-0.0309119848737608,False,0.0
-0.036,0.0630068555141831,-0.0424986606637767,False,0.0
-0.036,0.0546698248257374,-0.0527940361548837,False,0.0
-0.036,0.0446716791742279,-0.061485291572496,False,0.0
-0.036,0.0333162071559699,-0.0683083475187366,False,0.0
-0.036,0.0209484390420919,-0.0730558888913122,False,0.0
-0.036,0.0079441632083416,-0.0755836640479887,False,0.0
-0.036,0.0446716791742279,-0.061485291572496,False,0.0
-0.036,0.0333162071559699,-0.0683083475187366,False,0.0
-0.036,0.0209484390420919,-0.0730558888913122,False,0.0
-0.036,0.0079441632083416,-0.0755836640479887,False,0.0
-0.036,-0.0053014920045534,-0.0758148678197466,False,0.0
-0.036,-0.0183860640655747,-0.0737424751969757,False,0.0
-0.036,-0.0309119848737607,-0.0694294547808376,False,0.0
-0.036,-0.0424986606637767,-0.0630068555141831,False,0.0
-0.036,-0.0527940361548837,-0.0546698248257374,False,0.0
-0.036,-0.061485291572496,-0.0446716791742279,False,0.0
-0.036,-0.0683083475187366,-0.0333162071559699,False,0.0
-0.036,-0.0730558888913122,-0.0209484390420919,False,0.0
-0.036,-0.0755836640479887,-0.0079441632083417,False,0.0
-0.036,-0.0758148678197466,0.0053014920045535,False,0.0
-0.036,-0.0737424751969757,0.0183860640655747,False,0.0
-0.036,-0.0694294547808376,0.0309119848737607,False,0.0
-0.036,-0.0630068555141831,0.0424986606637767,False,0.0
-0.036,-0.0546698248257374,0.0527940361548837,False,0.0
-0.024,-0.0446716791742279,0.061485291572496,False,0.0
