X,Y,Z
-0.096,-0.04467167917422796,0.061485291572496006
-0.096,-0.03331620715596988,0.0683083475187367
-0.096,-0.020948439042091937,0.07305588889131223
-0.096,-0.007944163208341662,0.07558366404798877
-0.096,0.005301492004553523,0.07581486781974664
-0.096,0.018386064065574748,0.07374247519697573
-0.096,0.03091198487376081,0.06942945478083766
-0.096,0.042498660663776756,0.06300685551418317
-0.096,0.05279403615488379,0.05466982482573749
-0.096,0.061485291572496006,0.04467167917422796
-0.096,0.0683083475187367,0.03331620715596988
-0.096,0.07305588889131223,0.020948439042091937
-0.096,0.07558366404798877,0.007944163208341662
-0.096,0.07581486781974664,-0.005301492004553525
-0.096,0.07374247519697573,-0.018386064065574734
-0.096,0.06942945478083767,-0.030911984873760807
-0.096,0.06300685551418317,-0.04249866066377675
-0.096,0.054669824825737484,-0.052794036154883796
-0.096,0.044671679174227964,-0.061485291572496
-0.096,0.033316207155969904,-0.06830834751873667
-0.096,0.02094843904209194,-0.07305588889131223
-0.096,0.007944163208341683,-0.07558366404798877
-0.096,0.044671679174227964,-0.061485291572496
-0.096,0.033316207155969904,-0.06830834751873667
-0.096,0.02094843904209194,-0.07305588889131223
-0.096,0.007944163208341683,-0.07558366404798877
-0.096,-0.005301492004553487,-0.07581486781974664
-0.096,-0.01838606406557473,-0.07374247519697573
-0.096,-0.030911984873760786,-0.06942945478083769
-0.096,-0.04249866066377675,-0.06300685551418317
-0.096,-0.05279403615488379,-0.054669824825737484
-0.096,-0.061485291572496,-0.044671679174227964
-0.096,-0.06830834751873667,-0.033316207155969904
-0.096,-0.07305588889131225,-0.020948439042091916
-0.096,-0.07558366404798877,-0.007944163208341721
-0.096,-0.07581486781974664,0.005301492004553517
-0.096,-0.07374247519697574,0.018386064065574723
-0.096,-0.06942945478083769,0.030911984873760782
-0.096,-0.06300685551418317,0.04249866066377677
-0.096,-0.054669824825737484,0.05279403615488379
-0.084,-0.04467167917422796,0.061485291572496006
-0.084,-0.03331620715596988,0.0683083475187367
-0.084,-0.020948439042091937,0.07305588889131223
-0.084,-0.007944163208341662,0.07558366404798877
-0.084,0.005301492004553523,0.07581486781974664
-0.084,0.018386064065574748,0.07374247519697573
-0.084,0.03091198487376081,0.06942945478083766
-0.084,0.042498660663776756,0.06300685551418317
-0.084,0.05279403615488379,0.05466982482573749
-0.084,0.061485291572496006,0.04467167917422796
-0.084,0.0683083475187367,0.03331620715596988
-0.084,0.07305588889131223,0.020948439042091937
-0.084,0.07558366404798877,0.007944163208341662
-0.084,0.07581486781974664,-0.005301492004553525
-0.084,0.07374247519697573,-0.018386064065574734
-0.084,0.06942945478083767,-0.030911984873760807
-0.084,0.06300685551418317,-0.04249866066377675
-0.084,0.054669824825737484,-0.052794036154883796
-0.084,0.044671679174227964,-0.061485291572496
-0.084,0.033316207155969904,-0.06830834751873667
-0.084,0.02094843904209194,-0.07305588889131223
-0.084,0.007944163208341683,-0.07558366404798877
-0.084,0.044671679174227964,-0.061485291572496
-0.084,0.033316207155969904,-0.06830834751873667
-0.084,0.02094843904209194,-0.07305588889131223
-0.084,0.007944163208341683,-0.07558366404798877
-0.084,-0.005301492004553487,-0.07581486781974664
-0.084,-0.01838606406557473,-0.07374247519697573
-0.084,-0.030911984873760786,-0.06942945478083769
-0.084,-0.04249866066377675,-0.06300685551418317
-0.084,-0.05279403615488379,-0.054669824825737484
-0.084,-0.061485291572496,-0.044671679174227964
-0.084,-0.06830834751873667,-0.033316207155969904
-0.084,-0.07305588889131225,-0.020948439042091916
-0.084,-0.07558366404798877,-0.007944163208341721
-0.084,-0.07581486781974664,0.005301492004553517
-0.084,-0.07374247519697574,0.018386064065574723
-0.084,-0.06942945478083769,0.030911984873760782
-0.084,-0.06300685551418317,0.04249866066377677
-0.084,-0.054669824825737484,0.05279403615488379
-0.07200000000000001,-0.04467167917422796,0.061485291572496006
-0.07200000000000001,-0.03331620715596988,0.0683083475187367
-0.07200000000000001,-0.020948439042091937,0.07305588889131223
-0.07200000000000001,-0.007944163208341662,0.07558366404798877
-0.07200000000000001,0.005301492004553523,0.07581486781974664
-0.07200000000000001,0.018386064065574748,0.07374247519697573
-0.07200000000000001,0.03091198487376081,0.06942945478083766
-0.07200000000000001,0.042498660663776756,0.06300685551418317
-0.07200000000000001,0.05279403615488379,0.05466982482573749
-0.07200000000000001,0.061485291572496006,0.04467167917422796
-0.07200000000000001,0.0683083475187367,0.03331620715596988
-0.07200000000000001,0.07305588889131223,0.020948439042091937
-0.07200000000000001,0.07558366404798877,0.007944163208341662
-0.07200000000000001,0.07581486781974664,-0.005301492004553525
-0.07200000000000001,0.07374247519697573,-0.018386064065574734
-0.07200000000000001,0.06942945478083767,-0.030911984873760807
-0.07200000000000001,0.06300685551418317,-0.04249866066377675
-0.07200000000000001,0.054669824825737484,-0.052794036154883796
-0.07200000000000001,0.044671679174227964,-0.061485291572496
-0.07200000000000001,0.033316207155969904,-0.06830834751873667
-0.07200000000000001,0.02094843904209194,-0.07305588889131223
-0.07200000000000001,0.007944163208341683,-0.07558366404798877
-0.07200000000000001,0.044671679174227964,-0.061485291572496
-0.07200000000000001,0.033316207155969904,-0.06830834751873667
-0.07200000000000001,0.02094843904209194,-0.07305588889131223
-0.07200000000000001,0.007944163208341683,-0.07558366404798877
-0.07200000000000001,-0.005301492004553487,-0.07581486781974664
-0.07200000000000001,-0.01838606406557473,-0.07374247519697573
-0.07200000000000001,-0.030911984873760786,-0.06942945478083769
-0.07200000000000001,-0.04249866066377675,-0.06300685551418317
-0.07200000000000001,-0.05279403615488379,-0.054669824825737484
-0.07200000000000001,-0.061485291572496,-0.044671679174227964
-0.07200000000000001,-0.06830834751873667,-0.033316207155969904
-0.07200000000000001,-0.07305588889131225,-0.020948439042091916
-0.07200000000000001,-0.07558366404798877,-0.007944163208341721
-0.07200000000000001,-0.07581486781974664,0.005301492004553517
-0.07200000000000001,-0.07374247519697574,0.018386064065574723
-0.07200000000000001,-0.06942945478083769,0.030911984873760782
-0.07200000000000001,-0.06300685551418317,0.04249866066377677
-0.07200000000000001,-0.054669824825737484,0.05279403615488379
-0.06,-0.04467167917422796,0.061485291572496006
-0.06,-0.03331620715596988,0.0683083475187367
-0.06,-0.020948439042091937,0.07305588889131223
-0.06,-0.007944163208341662,0.07558366404798877
-0.06,0.005301492004553523,0.07581486781974664
-0.06,0.018386064065574748,0.07374247519697573
-0.06,0.03091198487376081,0.06942945478083766
-0.06,0.042498660663776756,0.06300685551418317
-0.06,0.05279403615488379,0.05466982482573749
-0.06,0.061485291572496006,0.04467167917422796
-0.06,0.0683083475187367,0.03331620715596988
-0.06,0.07305588889131223,0.020948439042091937
-0.06,0.07558366404798877,0.007944163208341662
-0.06,0.07581486781974664,-0.005301492004553525
-0.06,0.07374247519697573,-0.018386064065574734
-0.06,0.06942945478083767,-0.030911984873760807
-0.06,0.06300685551418317,-0.04249866066377675
-0.06,0.054669824825737484,-0.052794036154883796
-0.06,0.044671679174227964,-0.061485291572496
-0.06,0.033316207155969904,-0.06830834751873667
-0.06,0.02094843904209194,-0.07305588889131223
-0.06,0.007944163208341683,-0.07558366404798877
-0.06,0.044671679174227964,-0.061485291572496
-0.06,0.033316207155969904,-0.06830834751873667
-0.06,0.02094843904209194,-0.07305588889131223
-0.06,0.007944163208341683,-0.07558366404798877
-0.06,-0.005301492004553487,-0.07581486781974664
-0.06,-0.01838606406557473,-0.07374247519697573
-0.06,-0.030911984873760786,-0.06942945478083769
-0.06,-0.04249866066377675,-0.06300685551418317
-0.06,-0.05279403615488379,-0.054669824825737484
-0.06,-0.061485291572496,-0.044671679174227964
-0.06,-0.06830834751873667,-0.033316207155969904
-0.06,-0.07305588889131225,-0.020948439042091916
-0.06,-0.07558366404798877,-0.007944163208341721
-0.06,-0.07581486781974664,0.005301492004553517
-0.06,-0.07374247519697574,0.018386064065574723
-0.06,-0.06942945478083769,0.030911984873760782
-0.06,-0.06300685551418317,0.04249866066377677
-0.06,-0.054669824825737484,0.05279403615488379
-0.048,-0.04467167917422796,0.061485291572496006
-0.048,-0.03331620715596988,0.0683083475187367
-0.048,-0.020948439042091937,0.07305588889131223
-0.048,-0.007944163208341662,0.07558366404798877
-0.048,0.005301492004553523,0.07581486781974664
-0.048,0.018386064065574748,0.07374247519697573
-0.048,0.03091198487376081,0.06942945478083766
-0.048,0.042498660663776756,0.06300685551418317
-0.048,0.05279403615488379,0.05466982482573749
-0.048,0.061485291572496006,0.04467167917422796
-0.048,0.0683083475187367,0.03331620715596988
-0.048,0.07305588889131223,0.020948439042091937
-0.048,0.07558366404798877,0.007944163208341662
-0.048,0.07581486781974664,-0.005301492004553525
-0.048,0.07374247519697573,-0.018386064065574734
-0.048,0.06942945478083767,-0.030911984873760807
-0.048,0.06300685551418317,-0.04249866066377675
-0.048,0.054669824825737484,-0.052794036154883796
-0.048,0.044671679174227964,-0.061485291572496
-0.048,0.033316207155969904,-0.06830834751873667
-0.048,0.02094843904209194,-0.07305588889131223
